gene_id,module,Connectivity.kTotal,Connectivity.kWithin,gene_name,gene_biotype,chromosome,length,entrezgene
ENSG00000108474,brown,485.9098834804805,0.7462407289424602,PIGL,protein_coding,17,131611,9487
ENSG00000050165,turquoise,41.08298636367959,0.7460850354454549,DKK3,protein_coding,11,46664,27122
ENSG00000182572,salmon,119.56307780939436,0.745695042105541,HIST1H3I,protein_coding,6,477,NA
ENSG00000029363,greenyellow,343.58484031878027,0.7445112941152514,BCLAF1,protein_coding,6,32989,9774
ENSG00000113083,turquoise,51.14380580131524,0.7442617460567378,LOX,protein_coding,5,15091,4015
ENSG00000188822,brown,530.7693477722833,0.7438034220674085,CNR2,protein_coding,1,88534,1269
ENSG00000237515,brown,484.5049931962605,0.7433579227037421,SHISA9,protein_coding,16,338796,729993
ENSG00000142694,black,576.9435103795096,0.7431867413741302,EVA1B,protein_coding,1,2124,55194
ENSG00000186480,purple,68.02562481055924,0.7421924506894595,INSIG1,protein_coding,7,12460,3638
ENSG00000172336,black,589.1281885317227,0.7410531170113579,POP7,protein_coding,7,1443,10248
ENSG00000183354,greenyellow,229.6439485390964,0.7408238387942133,KIAA2026,protein_coding,9,126306,NA
ENSG00000106723,blue,80.41373357589062,0.7404503430095949,SPIN1,protein_coding,9,90276,10927
ENSG00000072571,pink,24.368282496612686,0.7392894412920601,HMMR,protein_coding,5,31739,3161
ENSG00000196268,brown,570.1047749701503,0.7392791616938048,ZNF493,protein_coding,19,30455,284443
ENSG00000080947,brown,525.3399851526788,0.7388840354075524,CROCCP3,pseudogene,1,31822,114819
ENSG00000177707,blue,123.35283436140726,0.7386978855771561,PVRL3,protein_coding,3,205493,NA
ENSG00000141741,black,533.6382297192534,0.7383549172785664,MIEN1,protein_coding,17,2292,84299
ENSG00000135999,greenyellow,196.62382236151507,0.7382099234644832,EPC2,protein_coding,2,143122,26122
ENSG00000153037,greenyellow,199.4621541779064,0.7373103479381838,SRP19,protein_coding,5,8567,6728
ENSG00000163510,greenyellow,389.7120281616082,0.7367329663239043,CWC22,protein_coding,2,62238,57703
ENSG00000214279,brown,504.53594507672284,0.7344779109276612,RP11-108K14.4,pseudogene,10,69631,NA
ENSG00000180448,purple,42.70249257567548,0.7343606163595973,HMHA1,protein_coding,19,20706,NA
ENSG00000132824,blue,74.48194642382558,0.7341495659046382,SERINC3,protein_coding,20,25889,10955
ENSG00000204909,brown,584.446004192464,0.734090546228636,SPINK9,protein_coding,5,18647,643394
ENSG00000130725,black,562.6224752509592,0.7339606549095664,UBE2M,protein_coding,19,3249,9040
ENSG00000177963,black,596.18692864819,0.7337906454178232,RIC8A,protein_coding,11,7603,60626
ENSG00000146350,brown,607.7229949800226,0.7337309065122959,TBC1D32,protein_coding,6,255252,221322
ENSG00000109171,blue,84.30066051905955,0.733496101258384,SLAIN2,protein_coding,4,84891,57606
ENSG00000184270,salmon,185.84568934106065,0.7329656362677013,HIST2H2AB,protein_coding,1,448,NA
ENSG00000154258,brown,603.5035795399344,0.7328486387331511,ABCA9,protein_coding,17,86577,10350
ENSG00000115207,black,553.5689879495586,0.7328406466486082,GTF3C2,protein_coding,2,31153,2976
ENSG00000135164,brown,639.574257232564,0.7328153035297421,DMTF1,protein_coding,7,43977,9988
ENSG00000167654,brown,543.207469147021,0.7315129486169549,ATCAY,protein_coding,19,48216,85300
ENSG00000171109,brown,563.5435241056796,0.7308427256538934,MFN1,protein_coding,3,47240,55669
ENSG00000148334,black,598.050499253544,0.7303867667074523,PTGES2,protein_coding,9,7770,80142
ENSG00000119707,brown,582.155927467745,0.7302269479936958,RBM25,protein_coding,14,62979,58517
ENSG00000134539,brown,462.3210386388878,0.7301088819487354,KLRD1,protein_coding,12,91194,3824
ENSG00000224838,brown,508.46563592907296,0.7299047215671618,FKSG52,protein_coding,5,375,NA
ENSG00000137269,purple,82.4857572797705,0.7293555779091346,LRRC1,protein_coding,6,129625,55227
ENSG00000175455,brown,693.276050771099,0.7292844910766336,CCDC14,protein_coding,3,64413,64770
ENSG00000117899,blue,85.16932292162632,0.7289247144710362,MESDC2,protein_coding,15,42553,NA
ENSG00000133597,black,640.0062357878572,0.7288171238569346,ADCK2,protein_coding,7,23109,90956
ENSG00000036530,brown,575.8629186203407,0.7285986435409354,CYP46A1,protein_coding,14,42998,10858
ENSG00000197409,salmon,136.66537050485587,0.7282492575728664,HIST1H3D,protein_coding,6,2454,NA
ENSG00000122122,green,61.55931038645426,0.7278207057150133,SASH3,protein_coding,X,15223,54440
ENSG00000175573,black,601.1349141744302,0.7276005272117514,C11orf68,protein_coding,11,2310,83638
ENSG00000100220,black,627.0589219440858,0.7272725998886949,RTCB,protein_coding,22,24674,51493
ENSG00000122042,turquoise,34.748554374193226,0.7266002663345896,UBL3,protein_coding,13,86314,5412
ENSG00000178982,black,626.9227821903096,0.7263983981428896,EIF3K,protein_coding,19,17861,27335
ENSG00000006327,black,549.5030216594981,0.7258371281530875,TNFRSF12A,protein_coding,16,3939,51330
ENSG00000154874,brown,630.0866760330533,0.7247212098561223,CCDC144B,pseudogene,17,87814,NA
ENSG00000132613,purple,36.114165604882615,0.7244756427808876,MTSS1L,protein_coding,16,24863,NA
ENSG00000215021,black,636.3586082201521,0.7236466780018015,PHB2,protein_coding,12,5499,11331
ENSG00000131748,black,548.0955561658261,0.7222782474217359,STARD3,protein_coding,17,26420,10948
ENSG00000117569,brown,679.0265881073994,0.7221896336589843,PTBP2,protein_coding,1,102074,58155
ENSG00000126787,pink,26.23224939811591,0.7218405770563402,DLGAP5,protein_coding,14,43567,9787
ENSG00000174903,black,547.5574257698847,0.7217540059898798,RAB1B,protein_coding,11,8960,81876
ENSG00000154429,purple,48.1119657062283,0.7217352301331391,CCSAP,protein_coding,1,22284,126731
ENSG00000139278,turquoise,34.53170355352864,0.7212543841516313,GLIPR1,protein_coding,12,23174,11010
ENSG00000105135,black,527.400153651098,0.7201654454107406,ILVBL,protein_coding,19,10802,10994
ENSG00000172531,black,656.5602339529496,0.7201555221785577,PPP1CA,protein_coding,11,23001,5499
ENSG00000203813,salmon,360.017217283147,0.7200590096447276,HIST1H3H,protein_coding,6,473,NA
ENSG00000143297,brown,516.3827797777108,0.7200336195548588,FCRL5,protein_coding,1,39144,83416
ENSG00000168242,salmon,102.02622249462942,0.719735156678451,HIST1H2BI,protein_coding,6,479,NA
ENSG00000099817,black,609.7648312354329,0.7195610299700321,POLR2E,protein_coding,19,9005,5434
ENSG00000162664,brown,649.2011924152899,0.7191842313957661,ZNF326,protein_coding,1,40420,284695
ENSG00000117118,black,567.3971318723914,0.7187963759673787,SDHB,protein_coding,1,35449,6390
ENSG00000172795,purple,56.56393704232485,0.7182432191358549,DCP2,protein_coding,5,44269,167227
ENSG00000161203,black,558.3450428168696,0.7177862740192372,AP2M1,protein_coding,3,9403,1173
ENSG00000185085,black,550.0034555815639,0.7174074493771652,INTS5,protein_coding,11,6455,80789
ENSG00000227558,brown,545.8742836667892,0.7167201515101768,PGM5P2,pseudogene,9,67615,595135
ENSG00000271519,brown,499.4749636345719,0.7162445635779329,RP11-307A17.2,pseudogene,X,4774,NA
ENSG00000188732,brown,497.78954068225005,0.7158404189975168,FAM221A,protein_coding,7,23120,340277
ENSG00000196866,salmon,159.75532709041295,0.7156804948084441,HIST1H2AD,protein_coding,6,393,NA
ENSG00000138085,black,503.7580251159344,0.7150096360825876,ATRAID,protein_coding,2,5152,51374
ENSG00000180822,brown,488.94856371974373,0.714784330579017,PSMG4,protein_coding,6,71971,389362
ENSG00000176946,black,578.0175536764948,0.7145043504369074,THAP4,protein_coding,2,53045,51078
ENSG00000105223,black,581.8726015048164,0.7140865002703997,PLD3,protein_coding,19,31984,23646
ENSG00000132612,black,547.2394821247726,0.7139802291701621,VPS4A,protein_coding,16,13691,27183
ENSG00000124702,black,605.0417844397806,0.7139298939278528,KLHDC3,protein_coding,6,7086,116138
ENSG00000163348,black,589.2020343132581,0.7134741413841055,PYGO2,protein_coding,1,6828,90780
ENSG00000143418,black,538.413314770201,0.712583567232083,CERS2,protein_coding,1,14421,29956
ENSG00000132356,greenyellow,288.1077943517733,0.7110925467850665,PRKAA1,protein_coding,5,38996,5562
ENSG00000198925,black,510.81943838453907,0.7109704236624276,ATG9A,protein_coding,2,19946,79065
ENSG00000114395,black,566.424642712464,0.7108957567108187,CYB561D2,protein_coding,3,7766,11068
ENSG00000005486,black,497.8366940294862,0.7102821289224038,RHBDD2,protein_coding,7,46325,57414
ENSG00000160058,black,498.163724117156,0.7102623139482254,BSDC1,protein_coding,1,29629,55108
ENSG00000236287,greenyellow,226.87290627626265,0.7099201861845073,ZBED5,protein_coding,11,46723,58486
ENSG00000136830,black,565.4806966006879,0.7095995787428314,FAM129B,protein_coding,9,73651,NA
ENSG00000159377,black,599.3278982447584,0.7092390374440518,PSMB4,protein_coding,1,2411,5692
ENSG00000111799,turquoise,34.18593261616723,0.7091100973389767,COL12A1,protein_coding,6,121726,1303
ENSG00000140497,black,577.3731257138226,0.7086837795585988,SCAMP2,protein_coding,15,29636,10066
ENSG00000149781,green,152.7272108286901,0.7085332048054176,FERMT3,protein_coding,11,17205,83706
ENSG00000149357,black,593.4240950424035,0.7081703292451532,LAMTOR1,protein_coding,11,17493,55004
ENSG00000214645,brown,560.5719012361071,0.7079219788190334,AL162389.1,protein_coding,9,949,NA
ENSG00000143156,brown,526.5944817355293,0.7078844166888623,NME7,protein_coding,1,235437,29922
ENSG00000137409,black,575.5546463209572,0.7078534792572625,MTCH1,protein_coding,6,18158,23787
ENSG00000128805,brown,537.4605271765053,0.7078486279830571,ARHGAP22,protein_coding,10,210234,58504
ENSG00000111707,blue,90.73639314739783,0.7078136137280319,SUDS3,protein_coding,12,41656,64426
ENSG00000197324,black,564.7048684295358,0.7077066357382942,LRP10,protein_coding,14,9968,26020
ENSG00000114857,brown,583.478935016183,0.7074228406287961,NKTR,protein_coding,3,48122,4820
ENSG00000119431,black,526.0723937284233,0.706828721272206,HDHD3,protein_coding,9,3581,81932
ENSG00000139974,brown,557.4705638177896,0.7068228269905467,SLC38A6,protein_coding,14,102620,145389
ENSG00000132153,black,503.5725824807847,0.7067004944003468,DHX30,protein_coding,3,47287,22907
ENSG00000248503,brown,455.48099042290715,0.7066587207287306,RP5-1000K24.2,pseudogene,X,54150,NA
ENSG00000203811,salmon,225.08640603626912,0.7061124273388674,HIST2H3C,protein_coding,1,1656,NA
ENSG00000187713,black,541.0979804377487,0.7051432621126321,TMEM203,protein_coding,9,1557,94107
ENSG00000130733,black,540.2994182065173,0.7047928143291454,YIPF2,protein_coding,19,5914,78992
ENSG00000112486,brown,517.8493726363167,0.704407151430916,CCR6,protein_coding,6,27890,1235
ENSG00000096080,black,577.8317397473312,0.7037713952884759,MRPS18A,protein_coding,6,16489,55168
ENSG00000143612,black,548.0107207365149,0.7036800319273777,C1orf43,protein_coding,1,13923,25912
ENSG00000135747,brown,545.4023771324237,0.7035078509561774,ZNF670,protein_coding,1,133265,93474
ENSG00000158604,black,469.7837436626723,0.7033464435410833,TMED4,protein_coding,7,4394,222068
ENSG00000173276,blue,107.39794299509138,0.7032382303947863,ZBTB21,protein_coding,21,23557,49854
ENSG00000179950,black,554.2225924753293,0.7031787591712515,PUF60,protein_coding,8,13516,22827
ENSG00000042493,turquoise,49.360080678599445,0.70315272407646,CAPG,protein_coding,2,23685,822
ENSG00000166164,greenyellow,148.93886333693504,0.7027614447078094,BRD7,protein_coding,16,55448,29117
ENSG00000162511,green,56.43585568887936,0.702102443078778,LAPTM5,protein_coding,1,25352,7805
ENSG00000180530,purple,34.71096321129171,0.7019355044077762,NRIP1,protein_coding,21,103766,8204
ENSG00000187860,brown,514.3352579805895,0.7017165309159283,CCDC157,protein_coding,22,22024,550631
ENSG00000118640,black,548.2413907034022,0.7016879428552389,VAMP8,protein_coding,2,20470,8673
ENSG00000086159,brown,490.14336038391343,0.7004143870575794,AQP6,protein_coding,12,9946,363
ENSG00000143119,green,83.33283403442387,0.6992828811190807,CD53,protein_coding,1,26776,963
ENSG00000140416,turquoise,31.67720656230489,0.6989660131700937,TPM1,protein_coding,15,29284,7168
ENSG00000084207,black,543.9923858727616,0.6982468596531923,GSTP1,protein_coding,11,3066,2950
ENSG00000072080,brown,544.6257432576562,0.698233153581694,SPP2,protein_coding,2,26456,6694
ENSG00000102879,green,96.0763041051768,0.6981831093029464,CORO1A,protein_coding,16,6250,11151
ENSG00000134884,brown,569.5676361886921,0.6973908525577313,ARGLU1,protein_coding,13,26492,55082
ENSG00000135404,black,478.4912910950155,0.697244762107225,CD63,protein_coding,12,4385,967
ENSG00000147164,black,568.0449837798773,0.6964759492319392,SNX12,protein_coding,X,9180,29934
ENSG00000112773,blue,77.1433294378499,0.6960388409954226,FAM46A,protein_coding,6,261336,NA
ENSG00000100055,green,111.38755603898488,0.6956085234619838,CYTH4,protein_coding,22,33315,27128
ENSG00000167118,black,557.4336325160616,0.6955469550097259,URM1,protein_coding,9,19418,81605
ENSG00000141965,black,474.9832534333017,0.6953411191596,FEM1A,protein_coding,19,3844,55527
ENSG00000173578,turquoise,30.39286279367637,0.6953146980387372,XCR1,protein_coding,3,10719,2829
ENSG00000066336,green,60.75746883222077,0.6947014638992743,SPI1,protein_coding,11,23717,6688
ENSG00000182149,black,503.7219475331713,0.69110852065803,IST1,protein_coding,16,83015,9798
ENSG00000146197,turquoise,33.033733079985815,0.6910047749408629,SCUBE3,protein_coding,6,38667,222663
ENSG00000167565,black,520.2656304749469,0.6902652693091709,SERTAD3,protein_coding,19,3862,29946
ENSG00000181789,black,511.2471691302093,0.6902216760495075,COPG1,protein_coding,3,28166,22820
ENSG00000010017,blue,83.91727012408009,0.6899088538710093,RANBP9,protein_coding,6,90067,10048
ENSG00000129596,purple,87.7730137329212,0.6898879846251553,CDO1,protein_coding,5,12222,1036
ENSG00000101888,blue,75.1513452468496,0.6898129787709804,NXT2,protein_coding,X,8910,55916
ENSG00000104142,black,552.3632444901102,0.6897444898521825,VPS18,protein_coding,15,9546,57617
ENSG00000169727,black,565.1479196021394,0.6895069857378537,GPS1,protein_coding,17,6780,2873
ENSG00000130706,black,532.545745351109,0.6891090299192056,ADRM1,protein_coding,20,6770,11047
ENSG00000172260,brown,574.0957201779663,0.6890545286295313,NEGR1,protein_coding,1,886795,257194
ENSG00000099942,purple,104.15776288475989,0.6887690327813027,CRKL,protein_coding,22,36324,1399
ENSG00000184363,black,555.3319297474624,0.6887518070266994,PKP3,protein_coding,11,12295,11187
ENSG00000186501,black,538.6944000791251,0.6885152268052266,TMEM222,protein_coding,1,14241,84065
ENSG00000268156,brown,464.4966954796895,0.688192656584915,FKSG61,protein_coding,14,375,NA
ENSG00000174607,brown,504.4280563230602,0.6880340864222034,UGT8,protein_coding,4,79770,7368
ENSG00000182934,black,464.7531612625255,0.6876219361722898,SRPR,protein_coding,11,6226,NA
ENSG00000187492,brown,478.747125330563,0.6874269725409827,CDHR4,protein_coding,3,9104,389118
ENSG00000088280,turquoise,32.79869481902978,0.687006665831165,ASAP3,protein_coding,1,56006,55616
ENSG00000196177,brown,614.400459875925,0.6866688133647598,ACADSB,protein_coding,10,49333,36
ENSG00000213622,brown,512.1506082540183,0.6866007989092634,AL163952.1,pseudogene,14,376,NA
ENSG00000164663,brown,524.7240410926613,0.6864750236115316,USP49,protein_coding,6,105466,25862
ENSG00000166311,black,519.3939273128951,0.6860711797209582,SMPD1,protein_coding,11,4574,6609
ENSG00000160255,green,90.86852044878984,0.6859734175716894,ITGB2,protein_coding,21,46037,3689
ENSG00000184517,blue,68.33133245479674,0.6858853489691753,ZFP1,protein_coding,16,23745,162239
ENSG00000005194,black,581.8190779741759,0.685351170979878,CIAPIN1,protein_coding,16,19360,57019
ENSG00000240429,brown,558.0882407741578,0.6848832506306319,LRRFIP1P1,pseudogene,3,2246,101290506
ENSG00000188227,brown,525.2259602856892,0.6848327190065615,ZNF793,protein_coding,19,41824,390927
ENSG00000198586,greenyellow,212.24555447106087,0.6847832796170717,TLK1,protein_coding,2,240492,9874
ENSG00000125734,black,442.61518325204077,0.6846317472046283,GPR108,protein_coding,19,7690,56927
ENSG00000101842,brown,492.75071956983135,0.6846173724591692,VSIG1,protein_coding,X,34215,340547
ENSG00000100227,black,497.8201723734377,0.6839211387989516,POLDIP3,protein_coding,22,31242,84271
ENSG00000144644,brown,575.1843903764538,0.683857663972918,GADL1,protein_coding,3,168566,339896
ENSG00000168802,black,591.7399405812175,0.6836764898411083,CHTF8,protein_coding,16,14575,54921
ENSG00000167671,black,586.9101287049593,0.6835237608888877,UBXN6,protein_coding,19,12824,80700
ENSG00000149806,black,596.6898341637752,0.6834888195049792,FAU,protein_coding,11,1846,2197
ENSG00000156970,pink,20.53516817589964,0.6833233225376447,BUB1B,protein_coding,15,60114,701
ENSG00000188107,brown,459.94888328750307,0.6831936179995157,EYS,protein_coding,6,1987243,346007
ENSG00000151773,brown,622.0821404925786,0.682401870830758,CCDC122,protein_coding,13,55783,160857
ENSG00000141699,black,597.6484667480787,0.6822277888446753,FAM134C,protein_coding,17,31111,NA
ENSG00000242267,brown,493.28310613980165,0.6820605252095003,SKINTL,pseudogene,1,86337,NA
ENSG00000165929,blue,70.06034186982292,0.6814169230451593,TC2N,protein_coding,14,87786,123036
ENSG00000128881,blue,76.12628513864563,0.68128669584676,TTBK2,protein_coding,15,182076,146057
ENSG00000176095,black,570.4956899378572,0.6810143901138018,IP6K1,protein_coding,3,62249,9807
ENSG00000155876,black,565.0993578875152,0.6807531239414419,RRAGA,protein_coding,9,1648,10670
ENSG00000134802,turquoise,43.88051401686625,0.6805409156797245,SLC43A3,protein_coding,11,20627,29015
ENSG00000213246,black,508.5138435736634,0.680214992445447,SUPT4H1,protein_coding,17,7916,6827
ENSG00000137869,blue,143.3349837632563,0.6799665196656304,CYP19A1,protein_coding,15,130554,1588
ENSG00000183691,turquoise,33.244518919217164,0.6797397163903836,NOG,protein_coding,17,1892,9241
ENSG00000162601,brown,626.0548004570798,0.6795913948581097,MYSM1,protein_coding,1,45354,114803
ENSG00000143320,turquoise,33.391325642657385,0.6792710587779281,CRABP2,protein_coding,1,6211,1382
ENSG00000125970,black,580.2169681371645,0.67916558082242,RALY,protein_coding,20,114663,22913
ENSG00000172954,brown,591.6854818194939,0.679064986384034,LCLAT1,protein_coding,2,197000,253558
ENSG00000166848,greenyellow,135.5442686227015,0.6787497778648387,TERF2IP,protein_coding,16,114087,54386
ENSG00000104979,black,587.4150716964817,0.6780529703951358,C19orf53,protein_coding,19,4295,28974
